EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 27-04-2024
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : wind speed in 0.1 m/s
23-27 Q_FG : Quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station NORWAY, JAN MAYEN (STAID: 189).
Blended and updated with sources: 114682 901001 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
114682,19900314,   53,    0
114682,19900315,   82,    0
114682,19900316,   99,    0
114682,19900317,   75,    0
114682,19900318,  101,    0
114682,19900319,   70,    0
114682,19900320,   93,    0
114682,19900321,  111,    0
114682,19900322,  158,    0
114682,19900323,  123,    0
114682,19900324,  115,    0
114682,19900325,   62,    0
114682,19900326,  127,    0
114682,19900327,   69,    0
114682,19900328,   26,    0
114682,19900329,  108,    0
114682,19900330,   84,    0
114682,19900331,   29,    0
114682,19900401,   86,    0
114682,19900402,   60,    0
114682,19900403,   63,    0
114682,19900404,   56,    0
114682,19900405,   48,    0
114682,19900406,   17,    0
114682,19900407,   96,    0
114682,19900408,   60,    0
114682,19900409,   87,    0
114682,19900410,   51,    0
114682,19900411,  101,    0
114682,19900412,   36,    0
114682,19900413,   53,    0
114682,19900414,   60,    0
114682,19900415,   19,    0
114682,19900416,   31,    0
114682,19900417,   17,    0
114682,19900418,   31,    0
114682,19900419,   43,    0
114682,19900420,  110,    0
114682,19900421,   89,    0
114682,19900422,  111,    0
114682,19900423,   26,    0
114682,19900424,   65,    0
114682,19900425,   33,    0
114682,19900426,  173,    0
114682,19900427,   93,    0
114682,19900428,  105,    0
114682,19900429,  118,    0
114682,19900430,    8,    0
114682,19900501,   38,    0
114682,19900502,   34,    0
114682,19900503,  100,    0
114682,19900504,   98,    0
114682,19900505,   27,    0
114682,19900506,   60,    0
114682,19900507,   81,    0
114682,19900508,   39,    0
114682,19900509,   89,    0
114682,19900510,   67,    0
114682,19900511,   55,    0
114682,19900512,   75,    0
114682,19900513,   62,    0
114682,19900514,   34,    0
114682,19900515,   77,    0
114682,19900516,   67,    0
114682,19900517,   17,    0
114682,19900518,   26,    0
114682,19900519,   26,    0
114682,19900520,   80,    0
114682,19900521,   40,    0
114682,19900522,   22,    0
114682,19900523,   38,    0
114682,19900524,   60,    0
114682,19900525,   65,    0
114682,19900526,   24,    0
114682,19900527,   61,    0
114682,19900528,   58,    0
114682,19900529,  101,    0
114682,19900530,   29,    0
114682,19900531,   14,    0
114682,19900601,   64,    0
114682,19900602,   31,    0
114682,19900603,   43,    0
114682,19900604,   26,    0
114682,19900605,   14,    0
114682,19900606,   10,    0
114682,19900607,   22,    0
114682,19900608,   22,    0
114682,19900609,   41,    0
114682,19900610,   29,    0
114682,19900611,   53,    0
114682,19900612,   46,    0
114682,19900613,   15,    0
114682,19900614,   37,    0
114682,19900615,   10,    0
114682,19900616,   27,    0
114682,19900617,   21,    0
114682,19900618,   48,    0
114682,19900619,   28,    0
114682,19900620,   19,    0
114682,19900621,   38,    0
114682,19900622,   36,    0
114682,19900623,   48,    0
114682,19900624,   81,    0
114682,19900625,  165,    0
114682,19900626,  142,    0
114682,19900627,  127,    0
114682,19900628,   53,    0
114682,19900629,   62,    0
114682,19900630,   53,    0
114682,19900701,   38,    0
114682,19900702,   33,    0
114682,19900703,   79,    0
114682,19900704,  130,    0
114682,19900705,   84,    0
114682,19900706,   96,    0
114682,19900707,   24,    0
114682,19900708,   14,    0
114682,19900709,   24,    0
114682,19900710,   36,    0
114682,19900711,   36,    0
114682,19900712,   41,    0
114682,19900713,   84,    0
114682,19900714,   22,    0
114682,19900715,   15,    0
114682,19900716,   38,    0
114682,19900717,   10,    0
114682,19900718,   39,    0
114682,19900719,   34,    0
114682,19900720,   29,    0
114682,19900721,   10,    0
114682,19900722,   60,    0
114682,19900723,   27,    0
114682,19900724,   34,    0
114682,19900725,   51,    0
114682,19900726,   31,    0
114682,19900727,   80,    0
114682,19900728,    7,    0
114682,19900729,   29,    0
114682,19900730,    5,    0
114682,19900731,   26,    0
114682,19900801,   17,    0
114682,19900802,   33,    0
114682,19900803,   19,    0
114682,19900804,   67,    0
114682,19900805,  130,    0
114682,19900806,   27,    0
114682,19900807,  105,    0
114682,19900808,   62,    0
114682,19900809,   46,    0
114682,19900810,    8,    0
114682,19900811,   14,    0
114682,19900812,   15,    0
114682,19900813,   67,    0
114682,19900814,   14,    0
114682,19900815,   43,    0
114682,19900816,   51,    0
114682,19900817,   72,    0
114682,19900818,   84,    0
114682,19900819,   69,    0
114682,19900820,   19,    0
114682,19900821,   36,    0
114682,19900822,   62,    0
114682,19900823,    9,    0
114682,19900824,   79,    0
114682,19900825,   98,    0
114682,19900826,   34,    0
114682,19900827,   72,    0
114682,19900828,   44,    0
114682,19900829,   31,    0
114682,19900830,   26,    0
114682,19900831,   15,    0
114682,19900901,   33,    0
114682,19900902,   29,    0
114682,19900903,   67,    0
114682,19900904,   81,    0
114682,19900905,   43,    0
114682,19900906,   17,    0
114682,19900907,   34,    0
114682,19900908,   46,    0
114682,19900909,   46,    0
114682,19900910,   56,    0
114682,19900911,   19,    0
114682,19900912,   24,    0
114682,19900913,   84,    0
114682,19900914,   65,    0
114682,19900915,   57,    0
114682,19900916,   31,    0
114682,19900917,   46,    0
114682,19900918,   79,    0
114682,19900919,  137,    0
114682,19900920,  153,    0
114682,19900921,  139,    0
114682,19900922,    7,    0
114682,19900923,   62,    0
114682,19900924,   26,    0
114682,19900925,   24,    0
114682,19900926,  108,    0
114682,19900927,   57,    0
114682,19900928,   99,    0
114682,19900929,   15,    0
114682,19900930,   12,    0
114682,19901001,    3,    0
114682,19901002,   21,    0
114682,19901003,   94,    0
114682,19901004,  103,    0
114682,19901005,  141,    0
114682,19901006,   99,    0
114682,19901007,   79,    0
114682,19901008,   62,    0
114682,19901009,   87,    0
114682,19901010,  134,    0
114682,19901011,  156,    0
114682,19901012,  106,    0
114682,19901013,  118,    0
114682,19901014,   17,    0
114682,19901015,  141,    0
114682,19901016,  142,    0
114682,19901017,   57,    0
114682,19901018,   72,    0
114682,19901019,   43,    0
114682,19901020,   63,    0
114682,19901021,   74,    0
114682,19901022,    7,    0
114682,19901023,    2,    0
114682,19901024,    2,    0
114682,19901025,    3,    0
114682,19901026,   25,    0
114682,19901027,   24,    0
114682,19901028,   17,    0
114682,19901029,  103,    0
114682,19901030,  147,    0
114682,19901031,   55,    0
114682,19901101,  106,    0
114682,19901102,   91,    0
114682,19901103,   43,    0
114682,19901104,   63,    0
114682,19901105,   91,    0
114682,19901106,  140,    0
114682,19901107,   56,    0
114682,19901108,   53,    0
114682,19901109,  105,    0
114682,19901110,   53,    0
114682,19901111,   89,    0
114682,19901112,   26,    0
114682,19901113,   53,    0
114682,19901114,   79,    0
114682,19901115,   87,    0
114682,19901116,    7,    0
114682,19901117,  120,    0
114682,19901118,  101,    0
114682,19901119,   63,    0
114682,19901120,   72,    0
114682,19901121,   79,    0
114682,19901122,   57,    0
114682,19901123,  185,    0
114682,19901124,   79,    0
114682,19901125,   82,    0
114682,19901126,   38,    0
114682,19901127,   62,    0
114682,19901128,   91,    0
114682,19901129,   72,    0
114682,19901130,   88,    0
114682,19901201,   60,    0
114682,19901202,  125,    0
114682,19901203,  151,    0
114682,19901204,   58,    0
114682,19901205,  124,    0
114682,19901206,  152,    0
114682,19901207,  142,    0
114682,19901208,   70,    0
114682,19901209,   82,    0
114682,19901210,   53,    0
114682,19901211,  117,    0
114682,19901212,   46,    0
114682,19901213,   96,    0
114682,19901214,   72,    0
114682,19901215,   94,    0
114682,19901216,   89,    0
114682,19901217,  129,    0
114682,19901218,  101,    0
114682,19901219,  141,    0
114682,19901220,   60,    0
114682,19901221,  108,    0
114682,19901222,  120,    0
114682,19901223,  111,    0
114682,19901224,   91,    0
114682,19901225,   67,    0
114682,19901226,  118,    0
114682,19901227,   52,    0
114682,19901228,   84,    0
114682,19901229,   74,    0
114682,19901230,   72,    0
114682,19901231,   53,    0
114682,19910101,   88,    0
114682,19910102,   79,    0
114682,19910103,   82,    0
114682,19910104,   96,    0
114682,19910105,   98,    0
114682,19910106,  125,    0
114682,19910107,  113,    0
114682,19910108,  106,    0
114682,19910109,   39,    0
114682,19910110,   39,    0
114682,19910111,   77,    0
114682,19910112,   43,    0
114682,19910113,   51,    0
114682,19910114,  108,    0
114682,19910115,   65,    0
114682,19910116,   94,    0
114682,19910117,   24,    0
114682,19910118,   87,    0
114682,19910119,   96,    0
114682,19910120,   82,    0
114682,19910121,   80,    0
114682,19910122,  154,    0
114682,19910123,   41,    0
114682,19910124,  151,    0
114682,19910125,   50,    0
114682,19910126,   91,    0
114682,19910127,   53,    0
114682,19910128,   82,    0
114682,19910129,   50,    0
114682,19910130,   81,    0
114682,19910131,  105,    0
114682,19910201,  113,    0
114682,19910202,  106,    0
114682,19910203,  118,    0
114682,19910204,   99,    0
114682,19910205,  137,    0
114682,19910206,   80,    0
114682,19910207,   53,    0
114682,19910208,   46,    0
114682,19910209,   43,    0
114682,19910210,   19,    0
114682,19910211,   39,    0
114682,19910212,   31,    0
114682,19910213,   74,    0
114682,19910214,   77,    0
114682,19910215,   45,    0
114682,19910216,   91,    0
114682,19910217,   87,    0
114682,19910218,   99,    0
114682,19910219,  108,    0
114682,19910220,  106,    0
114682,19910221,  113,    0
114682,19910222,   39,    0
114682,19910223,   67,    0
114682,19910224,   45,    0
114682,19910225,   53,    0
114682,19910226,   94,    0
114682,19910227,   55,    0
114682,19910228,   65,    0
114682,19910301,   84,    0
114682,19910302,   48,    0
114682,19910303,   24,    0
114682,19910304,   19,    0
114682,19910305,   26,    0
114682,19910306,   58,    0
114682,19910307,   62,    0
114682,19910308,   99,    0
114682,19910309,   89,    0
114682,19910310,  146,    0
114682,19910311,   77,    0
114682,19910312,   60,    0
114682,19910313,   70,    0
114682,19910314,   89,    0
114682,19910315,   74,    0
114682,19910316,   77,    0
114682,19910317,   98,    0
114682,19910318,  111,    0
114682,19910319,   38,    0
114682,19910320,   81,    0
114682,19910321,  125,    0
114682,19910322,   62,    0
114682,19910323,   95,    0
114682,19910324,  105,    0
114682,19910325,   55,    0
114682,19910326,   64,    0
114682,19910327,   72,    0
114682,19910328,   22,    0
114682,19910329,  156,    0
114682,19910330,   65,    0
114682,19910331,   41,    0
114682,19910401,   51,    0
114682,19910402,  149,    0
114682,19910403,  108,    0
114682,19910404,  108,    0
114682,19910405,   76,    0
114682,19910406,   14,    0
114682,19910407,  122,    0
114682,19910408,  161,    0
114682,19910409,   40,    0
114682,19910410,  103,    0
114682,19910411,   96,    0
114682,19910412,   91,    0
114682,19910413,   94,    0
114682,19910414,   99,    0
114682,19910415,  134,    0
114682,19910416,   72,    0
114682,19910417,  108,    0
114682,19910418,   60,    0
114682,19910419,   46,    0
114682,19910420,   48,    0
114682,19910421,   86,    0
114682,19910422,   60,    0
114682,19910423,  144,    0
114682,19910424,   37,    0
114682,19910425,   99,    0
114682,19910426,  100,    0
114682,19910427,  118,    0
114682,19910428,   41,    0
114682,19910429,   50,    0
114682,19910430,   62,    0
114682,19910501,   93,    0
114682,19910502,   50,    0
114682,19910503,  106,    0
114682,19910504,   36,    0
114682,19910505,   48,    0
114682,19910506,   38,    0
114682,19910507,    8,    0
114682,19910508,   81,    0
114682,19910509,  115,    0
114682,19910510,  144,    0
114682,19910511,   57,    0
114682,19910512,   47,    0
114682,19910513,   55,    0
114682,19910514,   63,    0
114682,19910515,   33,    0
114682,19910516,   39,    0
114682,19910517,   15,    0
114682,19910518,   46,    0
114682,19910519,   26,    0
114682,19910520,   57,    0
114682,19910521,   44,    0
114682,19910522,   10,    0
114682,19910523,   84,    0
114682,19910524,   31,    0
114682,19910525,   89,    0
114682,19910526,   70,    0
114682,19910527,   89,    0
114682,19910528,   14,    0
114682,19910529,  152,    0
114682,19910530,   87,    0
114682,19910531,  120,    0
114682,19910601,   46,    0
114682,19910602,   55,    0
114682,19910603,  139,    0
114682,19910604,  105,    0
114682,19910605,   98,    0
114682,19910606,   72,    0
114682,19910607,   77,    0
114682,19910608,  101,    0
114682,19910609,   17,    0
114682,19910610,   24,    0
114682,19910611,   51,    0
114682,19910612,   17,    0
114682,19910613,   43,    0
114682,19910614,   43,    0
114682,19910615,   62,    0
114682,19910616,  144,    0
114682,19910617,   55,    0
114682,19910618,   28,    0
114682,19910619,   31,    0
114682,19910620,   34,    0
114682,19910621,   52,    0
114682,19910622,   28,    0
114682,19910623,   24,    0
114682,19910624,   48,    0
114682,19910625,   57,    0
114682,19910626,   34,    0
114682,19910627,   14,    0
114682,19910628,   38,    0
114682,19910629,   53,    0
114682,19910630,   63,    0
114682,19910701,   60,    0
114682,19910702,   24,    0
114682,19910703,   43,    0
114682,19910704,   58,    0
114682,19910705,   76,    0
114682,19910706,   72,    0
114682,19910707,   15,    0
114682,19910708,   22,    0
114682,19910709,  101,    0
114682,19910710,   23,    0
114682,19910711,   19,    0
114682,19910712,   12,    0
114682,19910713,    5,    0
114682,19910714,   20,    0
114682,19910715,   10,    0
114682,19910716,    8,    0
114682,19910717,   33,    0
114682,19910718,  115,    0
114682,19910719,  123,    0
114682,19910720,   10,    0
114682,19910721,    3,    0
114682,19910722,   16,    0
114682,19910723,   19,    0
114682,19910724,   15,    0
114682,19910725,   13,    0
114682,19910726,   17,    0
114682,19910727,   41,    0
114682,19910728,   26,    0
114682,19910729,   91,    0
114682,19910730,   44,    0
114682,19910731,   46,    0
114682,19910801,   24,    0
114682,19910802,   33,    0
114682,19910803,   28,    0
114682,19910804,    5,    0
114682,19910805,   12,    0
114682,19910806,   72,    0
114682,19910807,   29,    0
114682,19910808,    8,    0
114682,19910809,   91,    0
114682,19910810,  106,    0
114682,19910811,  108,    0
114682,19910812,   70,    0
114682,19910813,   45,    0
114682,19910814,   33,    0
114682,19910815,   94,    0
114682,19910816,   48,    0
114682,19910817,   58,    0
114682,19910818,   75,    0
114682,19910819,   64,    0
114682,19910820,   36,    0
114682,19910821,   58,    0
114682,19910822,   58,    0
114682,19910823,   34,    0
114682,19910824,   48,    0
114682,19910825,   64,    0
114682,19910826,   74,    0
114682,19910827,   46,    0
114682,19910828,  101,    0
114682,19910829,   86,    0
114682,19910830,   55,    0
114682,19910831,   24,    0
114682,19910901,   53,    0
114682,19910902,   43,    0
114682,19910903,   60,    0
114682,19910904,   40,    0
114682,19910905,   34,    0
114682,19910906,   60,    0
114682,19910907,   19,    0
114682,19910908,   72,    0
114682,19910909,  117,    0
114682,19910910,   82,    0
114682,19910911,   43,    0
114682,19910912,   36,    0
114682,19910913,   17,    0
114682,19910914,   53,    0
114682,19910915,   86,    0
114682,19910916,   50,    0
114682,19910917,   27,    0
114682,19910918,   91,    0
114682,19910919,   39,    0
114682,19910920,   74,    0
114682,19910921,   77,    0
114682,19910922,  110,    0
114682,19910923,  123,    0
114682,19910924,  154,    0
114682,19910925,  110,    0
114682,19910926,   60,    0
114682,19910927,   70,    0
114682,19910928,   82,    0
114682,19910929,   62,    0
114682,19910930,   65,    0
114682,19911001,   75,    0
114682,19911002,   51,    0
114682,19911003,   76,    0
114682,19911004,   89,    0
114682,19911005,   58,    0
114682,19911006,   98,    0
114682,19911007,   63,    0
114682,19911008,  127,    0
114682,19911009,   63,    0
114682,19911010,   87,    0
114682,19911011,   46,    0
114682,19911012,   36,    0
114682,19911013,   89,    0
114682,19911014,   72,    0
114682,19911015,   44,    0
114682,19911016,   44,    0
114682,19911017,  124,    0
114682,19911018,   29,    0
114682,19911019,   82,    0
114682,19911020,   82,    0
114682,19911021,   53,    0
114682,19911022,   65,    0
114682,19911023,   84,    0
114682,19911024,  132,    0
114682,19911025,   32,    0
114682,19911026,   82,    0
114682,19911027,   68,    0
114682,19911028,   57,    0
114682,19911029,   19,    0
114682,19911030,   24,    0
114682,19911031,   55,    0
114682,19911101,   87,    0
114682,19911102,  113,    0
114682,19911103,  118,    0
114682,19911104,   98,    0
114682,19911105,    5,    0
114682,19911106,  122,    0
114682,19911107,  129,    0
114682,19911108,   79,    0
114682,19911109,   43,    0
114682,19911110,  113,    0
114682,19911111,  130,    0
114682,19911112,  128,    0
114682,19911113,  123,    0
114682,19911114,  129,    0
114682,19911115,  123,    0
114682,19911116,  170,    0
114682,19911117,   10,    0
114682,19911118,   38,    0
114682,19911119,   31,    0
114682,19911120,   48,    0
114682,19911121,   89,    0
114682,19911122,   81,    0
114682,19911123,   17,    0
114682,19911124,  168,    0
114682,19911125,   77,    0
114682,19911126,   87,    0
114682,19911127,  103,    0
114682,19911128,   53,    0
114682,19911129,   74,    0
114682,19911130,  142,    0
114682,19911201,   65,    0
114682,19911202,  117,    0
114682,19911203,   92,    0
114682,19911204,   65,    0
114682,19911205,   77,    0
114682,19911206,   31,    0
114682,19911207,   70,    0
114682,19911208,  137,    0
114682,19911209,   63,    0
114682,19911210,   87,    0
114682,19911211,   76,    0
114682,19911212,   82,    0
114682,19911213,   84,    0
114682,19911214,   33,    0
114682,19911215,   58,    0
114682,19911216,   72,    0
114682,19911217,   34,    0
114682,19911218,  147,    0
114682,19911219,  100,    0
114682,19911220,  116,    0
114682,19911221,   62,    0
114682,19911222,   51,    0
114682,19911223,  104,    0
114682,19911224,   43,    0
114682,19911225,   10,    0
114682,19911226,   43,    0
114682,19911227,   89,    0
114682,19911228,   87,    0
114682,19911229,  115,    0
114682,19911230,   96,    0
114682,19911231,   84,    0
114682,19920101,   93,    0
114682,19920102,  113,    0
114682,19920103,  111,    0
114682,19920104,  151,    0
114682,19920105,   87,    0
114682,19920106,   98,    0
114682,19920107,   88,    0
114682,19920108,   45,    0
114682,19920109,  122,    0
114682,19920110,  178,    0
114682,19920111,  120,    0
114682,19920112,   57,    0
114682,19920113,   36,    0
114682,19920114,  106,    0
114682,19920115,   72,    0
114682,19920116,   75,    0
114682,19920117,   53,    0
114682,19920118,   44,    0
114682,19920119,   89,    0
114682,19920120,   63,    0
114682,19920121,   74,    0
114682,19920122,  105,    0
114682,19920123,   72,    0
114682,19920124,   62,    0
114682,19920125,  101,    0
114682,19920126,  113,    0
114682,19920127,  152,    0
114682,19920128,  120,    0
114682,19920129,  123,    0
114682,19920130,   33,    0
114682,19920131,   79,    0
114682,19920201,   45,    0
114682,19920202,  170,    0
114682,19920203,   99,    0
114682,19920204,  111,    0
114682,19920205,  105,    0
114682,19920206,  197,    0
114682,19920207,  190,    0
114682,19920208,   99,    0
114682,19920209,   81,    0
114682,19920210,  153,    0
114682,19920211,   84,    0
114682,19920212,   51,    0
114682,19920213,  103,    0
114682,19920214,   19,    0
114682,19920215,   31,    0
114682,19920216,   36,    0
114682,19920217,   89,    0
114682,19920218,   33,    0
114682,19920219,   81,    0
114682,19920220,  103,    0
114682,19920221,   44,    0
114682,19920222,   53,    0
114682,19920223,  121,    0
114682,19920224,  136,    0
114682,19920225,   60,    0
114682,19920226,   74,    0
114682,19920227,   50,    0
114682,19920228,  132,    0
114682,19920229,   80,    0
114682,19920301,   40,    0
114682,19920302,   26,    0
114682,19920303,   15,    0
114682,19920304,   50,    0
114682,19920305,   62,    0
114682,19920306,   79,    0
114682,19920307,   51,    0
114682,19920308,   58,    0
114682,19920309,   74,    0
114682,19920310,  165,    0
114682,19920311,   98,    0
114682,19920312,  106,    0
114682,19920313,  115,    0
114682,19920314,  144,    0
114682,19920315,   70,    0
114682,19920316,   63,    0
114682,19920317,   86,    0
114682,19920318,   56,    0
114682,19920319,   26,    0
114682,19920320,   74,    0
114682,19920321,   55,    0
114682,19920322,   58,    0
114682,19920323,   38,    0
114682,19920324,   57,    0
114682,19920325,  104,    0
114682,19920326,   77,    0
114682,19920327,  110,    0
114682,19920328,   65,    0
114682,19920329,   50,    0
114682,19920330,   33,    0
114682,19920331,    5,    0
114682,19920401,   60,    0
114682,19920402,   43,    0
114682,19920403,   81,    0
114682,19920404,  136,    0
114682,19920405,  147,    0
114682,19920406,   80,    0
114682,19920407,   33,    0
114682,19920408,   67,    0
114682,19920409,   39,    0
114682,19920410,   59,    0
114682,19920411,  118,    0
114682,19920412,   67,    0
114682,19920413,   62,    0
114682,19920414,   31,    0
114682,19920415,   99,    0
114682,19920416,   89,    0
114682,19920417,   17,    0
114682,19920418,   70,    0
114682,19920419,   89,    0
114682,19920420,   15,    0
114682,19920421,   86,    0
114682,19920422,   17,    0
114682,19920423,   41,    0
114682,19920424,   65,    0
114682,19920425,   67,    0
114682,19920426,   51,    0
114682,19920427,   14,    0
114682,19920428,   31,    0
114682,19920429,  101,    0
114682,19920430,   82,    0
114682,19920501,   45,    0
114682,19920502,   22,    0
114682,19920503,   56,    0
114682,19920504,   84,    0
114682,19920505,   81,    0
114682,19920506,  116,    0
114682,19920507,   96,    0
114682,19920508,  106,    0
114682,19920509,  123,    0
114682,19920510,   45,    0
114682,19920511,  103,    0
114682,19920512,   65,    0
114682,19920513,   51,    0
114682,19920514,   82,    0
114682,19920515,   46,    0
114682,19920516,   45,    0
114682,19920517,   50,    0
114682,19920518,   72,    0
114682,19920519,   77,    0
114682,19920520,   14,    0
114682,19920521,   72,    0
114682,19920522,   60,    0
114682,19920523,   51,    0
114682,19920524,   40,    0
114682,19920525,   32,    0
114682,19920526,   48,    0
114682,19920527,    9,    0
114682,19920528,   10,    0
114682,19920529,   32,    0
114682,19920530,   96,    0
114682,19920531,   36,    0
114682,19920601,    5,    0
114682,19920602,   44,    0
114682,19920603,   17,    0
114682,19920604,   33,    0
114682,19920605,   47,    0
114682,19920606,   60,    0
114682,19920607,   39,    0
114682,19920608,   41,    0
114682,19920609,   26,    0
114682,19920610,   27,    0
114682,19920611,   41,    0
114682,19920612,   38,    0
114682,19920613,   91,    0
114682,19920614,  122,    0
114682,19920615,   86,    0
114682,19920616,   50,    0
114682,19920617,   14,    0
114682,19920618,   98,    0
114682,19920619,  130,    0
114682,19920620,   99,    0
114682,19920621,   77,    0
114682,19920622,   86,    0
114682,19920623,   45,    0
114682,19920624,   99,    0
114682,19920625,    8,    0
114682,19920626,    8,    0
114682,19920627,   44,    0
114682,19920628,  135,    0
114682,19920629,  127,    0
114682,19920630,  101,    0
114682,19920701,   76,    0
114682,19920702,   72,    0
114682,19920703,   36,    0
114682,19920704,   21,    0
114682,19920705,   46,    0
114682,19920706,   17,    0
114682,19920707,   21,    0
114682,19920708,   34,    0
114682,19920709,   22,    0
114682,19920710,   14,    0
114682,19920711,   10,    0
114682,19920712,   48,    0
114682,19920713,   19,    0
114682,19920714,   28,    0
114682,19920715,   31,    0
114682,19920716,   43,    0
114682,19920717,   44,    0
114682,19920718,   15,    0
114682,19920719,   12,    0
114682,19920720,  112,    0
114682,19920721,  175,    0
114682,19920722,  156,    0
114682,19920723,   27,    0
114682,19920724,   10,    0
114682,19920725,   77,    0
114682,19920726,   31,    0
114682,19920727,   17,    0
114682,19920728,   24,    0
114682,19920729,   39,    0
114682,19920730,    5,    0
114682,19920731,   65,    0
114682,19920801,   15,    0
114682,19920802,   14,    0
114682,19920803,   10,    0
114682,19920804,   20,    0
114682,19920805,   48,    0
114682,19920806,   34,    0
114682,19920807,   62,    0
114682,19920808,   58,    0
114682,19920809,   40,    0
114682,19920810,   22,    0
114682,19920811,   27,    0
114682,19920812,    7,    0
114682,19920813,   46,    0
114682,19920814,   41,    0
114682,19920815,   72,    0
114682,19920816,   75,    0
114682,19920817,   10,    0
114682,19920818,    3,    0
114682,19920819,   46,    0
114682,19920820,   38,    0
114682,19920821,   74,    0
114682,19920822,   41,    0
114682,19920823,   12,    0
114682,19920824,   50,    0
114682,19920825,  111,    0
114682,19920826,  116,    0
114682,19920827,   89,    0
114682,19920828,  131,    0
114682,19920829,   43,    0
114682,19920830,   79,    0
114682,19920831,  112,    0
114682,19920901,  110,    0
114682,19920902,  104,    0
114682,19920903,   72,    0
114682,19920904,   22,    0
114682,19920905,   29,    0
114682,19920906,   46,    0
114682,19920907,   81,    0
114682,19920908,   82,    0
114682,19920909,   74,    0
114682,19920910,   34,    0
114682,19920911,   26,    0
114682,19920912,   38,    0
114682,19920913,   74,    0
114682,19920914,   29,    0
114682,19920915,   50,    0
114682,19920916,   98,    0
114682,19920917,   17,    0
114682,19920918,   58,    0
114682,19920919,   38,    0
114682,19920920,   27,    0
114682,19920921,   24,    0
114682,19920922,   26,    0
114682,19920923,   22,    0
114682,19920924,   98,    0
114682,19920925,   77,    0
114682,19920926,   41,    0
114682,19920927,   36,    0
114682,19920928,   17,    0
114682,19920929,    7,    0
114682,19920930,    5,    0
114682,19921001,    8,    0
114682,19921002,    2,    0
114682,19921003,   10,    0
114682,19921004,   74,    0
114682,19921005,   99,    0
114682,19921006,   77,    0
114682,19921007,  117,    0
114682,19921008,  115,    0
114682,19921009,   51,    0
114682,19921010,   95,    0
114682,19921011,   72,    0
114682,19921012,   38,    0
114682,19921013,   67,    0
114682,19921014,  110,    0
114682,19921015,   84,    0
114682,19921016,  127,    0
114682,19921017,  123,    0
114682,19921018,   67,    0
114682,19921019,   24,    0
114682,19921020,   24,    0
114682,19921021,   28,    0
114682,19921022,   96,    0
114682,19921023,   55,    0
114682,19921024,   69,    0
114682,19921025,   48,    0
114682,19921026,   36,    0
114682,19921027,    3,    0
114682,19921028,  108,    0
114682,19921029,   44,    0
114682,19921030,   44,    0
114682,19921031,   58,    0
114682,19921101,   99,    0
114682,19921102,  113,    0
114682,19921103,   93,    0
114682,19921104,   89,    0
114682,19921105,  110,    0
114682,19921106,   60,    0
114682,19921107,  127,    0
114682,19921108,   55,    0
114682,19921109,  101,    0
114682,19921110,   41,    0
114682,19921111,   77,    0
114682,19921112,  146,    0
114682,19921113,  103,    0
114682,19921114,   38,    0
114682,19921115,   57,    0
114682,19921116,   75,    0
114682,19921117,   58,    0
114682,19921118,   77,    0
114682,19921119,   57,    0
114682,19921120,   80,    0
114682,19921121,   75,    0
114682,19921122,   77,    0
114682,19921123,   91,    0
114682,19921124,  156,    0
114682,19921125,   82,    0
114682,19921126,   41,    0
114682,19921127,   41,    0
114682,19921128,   65,    0
114682,19921129,   22,    0
114682,19921130,   84,    0
114682,19921201,   91,    0
114682,19921202,   70,    0
114682,19921203,  132,    0
114682,19921204,  146,    0
114682,19921205,   84,    0
114682,19921206,   99,    0
114682,19921207,   96,    0
114682,19921208,   43,    0
114682,19921209,   75,    0
114682,19921210,   31,    0
114682,19921211,   70,    0
114682,19921212,   65,    0
114682,19921213,   77,    0
114682,19921214,  227,    0
114682,19921215,  140,    0
114682,19921216,   94,    0
114682,19921217,   80,    0
114682,19921218,  146,    0
114682,19921219,  131,    0
114682,19921220,   56,    0
114682,19921221,  105,    0
114682,19921222,   51,    0
114682,19921223,  115,    0
114682,19921224,   82,    0
114682,19921225,   67,    0
114682,19921226,   48,    0
114682,19921227,  127,    0
114682,19921228,   89,    0
114682,19921229,   77,    0
114682,19921230,  117,    0
114682,19921231,   64,    0
114682,19930101,   59,    0
114682,19930102,   86,    0
114682,19930103,  105,    0
114682,19930104,   70,    0
114682,19930105,   75,    0
114682,19930106,   52,    0
114682,19930107,  141,    0
114682,19930108,  177,    0
114682,19930109,  129,    0
114682,19930110,  135,    0
114682,19930111,  204,    0
114682,19930112,  216,    0
114682,19930113,  101,    0
114682,19930114,  141,    0
114682,19930115,   79,    0
114682,19930116,  103,    0
114682,19930117,   41,    0
114682,19930118,   55,    0
114682,19930119,   53,    0
114682,19930120,   62,    0
114682,19930121,  115,    0
