,building_id,site_id,site_id_kaggle,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,hotwater,chilledwater,steam,water,irrigation,solar,gas,industry,subindustry,heatingtype,yearbuilt,date_opened,numberoffloors,occupants,energystarscore,eui,site_eui,source_eui,leed_level,rating
803,170,Gunnar,52.0,Education,Primary/Secondary Classroom,1047.0,11270.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1976.0,,1.0,71.0,,,,,,C
804,157,Gunnar,52.0,Education,Primary/Secondary Classroom,1188.0,12788.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,1.0,53.0,,,,,,E
805,111,Gunnar,52.0,Education,Primary/Secondary Classroom,2154.0,23185.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,230.0,,,,,,C
806,77,Gunnar,52.0,Education,Primary/Secondary Classroom,9516.0,102429.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,4.0,1598.0,,,,,,E
807,190,Gunnar,52.0,Education,Primary/Secondary Classroom,2143.0,23067.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,202.0,,,,,,C
808,163,Gunnar,52.0,Education,Primary/Secondary Classroom,1123.0,12088.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,4.0,29.0,,,,,,E
809,104,Gunnar,52.0,Education,Primary/Secondary Classroom,1432.0,15414.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,214.0,,,,,,D
810,247,Gunnar,52.0,Education,Primary/Secondary Classroom,6993.0,75272.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1966.0,,2.0,741.0,,,,,,C
811,282,Gunnar,52.0,Education,Primary/Secondary Classroom,2215.0,23842.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,1.0,464.0,,,,,,D
812,267,Gunnar,52.0,Education,Primary/Secondary Classroom,2570.0,27663.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,348.0,,,,,,C
813,271,Gunnar,52.0,Education,Primary/Secondary Classroom,2132.0,22949.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,269.0,,,,,,D
814,118,Gunnar,52.0,Education,Primary/Secondary Classroom,1391.0,14973.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,197.0,,,,,,E
815,212,Gunnar,52.0,Education,Primary/Secondary Classroom,811.0,8730.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Electricity,1976.0,,1.0,192.0,,,,,,F
816,269,Gunnar,52.0,Education,Primary/Secondary Classroom,2151.0,23153.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,403.0,,,,,,C
817,172,Gunnar,52.0,Education,Primary/Secondary Classroom,3462.0,37265.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,3.0,362.0,,,,,,D
818,246,Gunnar,52.0,Education,Primary/Secondary Classroom,2678.0,28826.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,284.0,,,,,,C
819,82,Gunnar,52.0,Education,Primary/Secondary Classroom,2403.0,25866.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,427.0,,,,,,C
820,215,Gunnar,52.0,Education,Primary/Secondary Classroom,2635.0,28363.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,336.0,,,,,,D
821,270,Gunnar,52.0,Education,Primary/Secondary Classroom,1691.0,18202.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,333.0,,,,,,D
822,181,Gunnar,52.0,Education,Primary/Secondary Classroom,11285.0,121471.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,1140.0,,,,,,D
823,80,Gunnar,52.0,Education,Primary/Secondary Classroom,2939.0,31635.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,517.0,,,,,,C
824,275,Gunnar,52.0,Education,Primary/Secondary Classroom,14868.0,160038.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,4.0,1598.0,,,,,,D
825,87,Gunnar,52.0,Education,Primary/Secondary Classroom,6382.0,68695.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,909.0,,,,,,D
826,173,Gunnar,52.0,Education,Primary/Secondary Classroom,1048.0,11281.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,258.0,,,,,,C
827,228,Gunnar,52.0,Education,Primary/Secondary Classroom,2937.0,31614.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,293.0,,,,,,C
828,195,Gunnar,52.0,Education,Primary/Secondary Classroom,1589.0,17104.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,124.0,,,,,,E
829,292,Gunnar,52.0,Education,Primary/Secondary Classroom,8255.0,88856.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,1071.0,,,,,,D
830,168,Gunnar,52.0,Education,Primary/Secondary Classroom,1281.0,13789.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,1.0,193.0,,,,,,
831,79,Gunnar,52.0,Education,Primary/Secondary Classroom,11200.9,120566.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,2.0,875.0,,,,,,D
832,120,Gunnar,52.0,Education,Primary/Secondary Classroom,2061.0,22184.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,387.0,,,,,,D
833,114,Gunnar,52.0,Education,Primary/Secondary Classroom,12924.0,139113.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,3.0,1695.0,,,,,,C
834,213,Gunnar,52.0,Education,Primary/Secondary Classroom,2815.0,30300.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,2.0,304.0,,,,,,D
835,130,Gunnar,52.0,Education,Primary/Secondary Classroom,1597.0,17190.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,219.0,,,,,,E
836,237,Gunnar,52.0,Education,Primary/Secondary Classroom,2991.0,32195.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,583.0,,,,,,D
837,127,Gunnar,52.0,Education,Primary/Secondary Classroom,2927.0,31506.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,212.0,,,,,,C
838,231,Gunnar,52.0,Education,Primary/Secondary Classroom,4373.0,47071.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1945.0,,2.0,219.0,,,,,,C
839,217,Gunnar,52.0,Education,Primary/Secondary Classroom,11710.0,126045.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,4.0,1164.0,,,,,,E
840,280,Gunnar,52.0,Education,Primary/Secondary Classroom,1086.0,11690.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,201.0,,,,,,D
841,109,Gunnar,52.0,Education,Primary/Secondary Classroom,2961.0,31872.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,383.0,,,,,,D
842,169,Gunnar,52.0,Education,Primary/Secondary Classroom,2238.0,24090.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,313.0,,,,,,C
843,189,Gunnar,52.0,Education,Primary/Secondary Classroom,2555.0,27502.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,315.0,,,,,,E
844,139,Gunnar,52.0,Education,Primary/Secondary Classroom,2708.0,29149.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,2.0,359.0,,,,,,D
845,99,Gunnar,52.0,Education,Primary/Secondary Classroom,3323.0,35768.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Education,Primary/Secondary School,Gas,1966.0,,1.0,456.0,,,,,,D
846,259,Gunnar,52.0,Education,Primary/Secondary Classroom,6149.0,66187.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,270.0,,,,,,D
847,214,Gunnar,52.0,Education,Primary/Secondary Classroom,1201.0,12927.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,230.0,,,,,,E
848,159,Gunnar,52.0,Education,Primary/Secondary Classroom,2164.0,23293.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,402.0,,,,,,D
849,175,Gunnar,52.0,Education,Primary/Secondary Classroom,2777.0,29891.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,489.0,,,,,,C
850,154,Gunnar,52.0,Education,Primary/Secondary Classroom,3157.0,33982.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,3.0,353.0,,,,,,C
851,75,Gunnar,52.0,Education,Primary/Secondary Classroom,1877.0,20204.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,1.0,396.0,,,,,,C
852,135,Gunnar,52.0,Education,Primary/Secondary Classroom,9005.0,96929.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1966.0,,3.0,1199.0,,,,,,C
853,279,Gunnar,52.0,Education,Primary/Secondary Classroom,2619.0,28191.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1919.0,,1.0,515.0,,,,,,C
854,206,Gunnar,52.0,Education,Primary/Secondary Classroom,14474.9,155807.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Biomass,2013.0,,2.0,1400.0,,,,,,
855,199,Gunnar,52.0,Education,Primary/Secondary Classroom,3984.0,42883.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,2.0,64.0,,,,,,B
856,257,Gunnar,52.0,Education,Primary/Secondary Classroom,8794.0,94658.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Education,Primary/Secondary School,Gas,1976.0,,3.0,856.0,,,,,,G
857,182,Gunnar,52.0,Education,Primary/Secondary Classroom,2335.0,25134.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,2.0,441.0,,,,,,C
858,277,Gunnar,52.0,Education,Primary/Secondary Classroom,1374.0,14790.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Primary/Secondary School,Gas,1976.0,,1.0,,,,,,,D
859,191,Gunnar,52.0,Education,Primary/Secondary Classroom,8866.0,95433.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,4.0,1173.0,,,,,,D
860,243,Gunnar,52.0,Education,Primary/Secondary Classroom,12732.0,137046.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,2.0,1104.0,,,,,,C
861,288,Gunnar,52.0,Education,Primary/Secondary Classroom,3528.0,37975.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1976.0,,1.0,400.0,,,,,,
862,103,Gunnar,52.0,Education,Primary/Secondary Classroom,1078.0,11603.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1945.0,,2.0,235.0,,,,,,C
863,126,Gunnar,52.0,Education,Primary/Secondary Classroom,1303.0,14025.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,1.0,171.0,,,,,,F
864,133,Gunnar,52.0,Education,Primary/Secondary Classroom,2182.0,23487.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Primary/Secondary School,Gas,1966.0,,2.0,,,,,,,C
865,42,Gunnar,52.0,Entertainment/public assembly,Sports Stadium,2957.0,31829.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,Public Assembly,Gas,1976.0,,2.0,,,,,,,B
866,54,Gunnar,52.0,Entertainment/public assembly,Sports Stadium,1132.0,12185.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1976.0,,2.0,55.0,,,,,,G
867,39,Gunnar,52.0,Entertainment/public assembly,Theater,4519.0,48642.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,Yes,Government,Public Assembly,Gas,1919.0,,5.0,,,,,,,B
868,381,Gunnar,52.0,Warehouse/storage,Warehouse,1457.0,15683.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,,,,,,,,Government,"City, County, State",Gas,1966.0,,2.0,200.0,,,,,,G
1170,527,Vorr,,Office,Office,3410.0,36705.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,,Government,Other Government Buildings,Gas,1902.0,,7.0,264.0,,,,,,E
1171,519,Vorr,,Office,Office,22568.9,242930.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,Yes,Government,Other Government Buildings,Gas,,,11.0,410.0,,,,,,G
1172,535,Vorr,,Office,Office,1058.0,11388.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,Yes,Government,Other Government Buildings,Gas,,,5.0,46.0,,,,,,E
1173,532,Vorr,,Office,Office,13995.0,150641.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,,Government,Other Government Buildings,Gas,1915.0,,10.0,818.0,,,,,,E
1174,530,Vorr,,Office,Office,1719.0,18503.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,,Government,Other Government Buildings,Electricity,1937.0,,7.0,97.0,,,,,,F
1175,534,Vorr,,Office,Office,10203.0,109824.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,Yes,Government,Other Government Buildings,Gas,1906.0,,9.0,393.0,,,,,,F
1176,526,Vorr,,Office,Office,10905.0,117380.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,,Government,Other Government Buildings,Gas,,,10.0,525.0,,,,,,E
1177,523,Vorr,,Office,Office,5630.0,60601.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,Yes,Government,Other Government Buildings,Gas,1906.0,,10.0,283.0,,,,,,E
1178,536,Vorr,,Office,Office,18098.0,194805.0,51.49984,-0.124663,Europe/London,Yes,,,,,,,,Government,Other Government Buildings,Gas,2000.0,,10.0,721.0,,,,,,E
1200,549,Nymeria,13.0,Education,College Classroom,11008.0,118489.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1201,629,Nymeria,13.0,Retail,Retail,363.0,3907.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,1.0,,,,,,,
1202,616,Nymeria,13.0,Office,Office,1355.0,14585.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,Yes,Education,College/University,,,,,,,,,,,
1203,605,Nymeria,13.0,Office,Office,5036.0,54207.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1204,585,Nymeria,13.0,Education,College Classroom,818.0,8805.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,,,,,,,,
1205,632,Nymeria,13.0,Technology/science,Data Centre,914.0,9838.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1206,573,Nymeria,13.0,Education,College Classroom,2803.0,30171.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,Yes,Education,College/University,,,,3.0,,,,,,,
1207,603,Nymeria,13.0,Office,Office,11795.0,126960.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,,Education,College/University,,,,,,,,,,,
1208,572,Nymeria,13.0,Education,School,750.0,8073.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,,Education,College/University,,,,,,,,,,,
1209,619,Nymeria,13.0,Office,Office,2745.0,29547.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1210,608,Nymeria,13.0,Office,Office,2591.0,27889.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1211,597,Nymeria,13.0,Education,College Classroom,13998.0,150673.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,4.0,,,,,,,C1
1212,623,Nymeria,13.0,Office,Office,3115.0,33530.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,,,,,,,,
1213,574,Nymeria,13.0,Education,College Classroom,18706.0,201350.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,Yes,Education,College/University,,,,,,,,,,,
1214,626,Nymeria,13.0,Public services,Library,23500.0,252952.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1215,554,Nymeria,13.0,Education,College Classroom,25605.0,275610.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,C1
1216,598,Nymeria,13.0,Education,College Classroom,8770.0,94399.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,,Education,College/University,,,,,,,,,,,
1217,600,Nymeria,13.0,Office,Office,4691.0,50493.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,,Education,College/University,,,,2.0,,,,,,,
1218,557,Nymeria,13.0,Education,College Classroom,2639.0,28406.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,1.0,,,,,,,
1219,631,Nymeria,13.0,Retail,Retail,4209.0,45305.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,2.0,,,,,,,
1220,614,Nymeria,13.0,Office,Office,2005.0,21582.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1221,595,Nymeria,13.0,Education,College Classroom,19044.9,204998.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,Yes,Education,College/University,,,,4.0,,,,,,,D1
1222,570,Nymeria,13.0,Education,College Classroom,8056.0,86714.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,4.0,,,,,,,D1
1223,555,Nymeria,13.0,Education,College Classroom,6778.0,72958.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1224,571,Nymeria,13.0,Education,College Classroom,2450.0,26372.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,Yes,Education,College/University,,,,4.0,,,,,,,
1225,588,Nymeria,13.0,Education,College Classroom,7836.0,84346.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1226,538,Nymeria,13.0,Entertainment/public assembly,Fitness Center,10794.0,116186.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,,,,,,,,
1227,537,Nymeria,13.0,Entertainment/public assembly,Fitness Center,6671.0,71806.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,,Education,College/University,,,,,,,,,,,
1228,627,Nymeria,13.0,Retail,Retail,4108.0,44218.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,,Education,College/University,,,,,,,,,,,
1229,561,Nymeria,13.0,Education,College Classroom,6117.0,65843.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1230,583,Nymeria,13.0,Education,College Classroom,5403.0,58157.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,,Education,College/University,,,,,,,,,,,
1231,579,Nymeria,13.0,Education,College Classroom,12190.0,131212.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,,,,,,,,
1232,615,Nymeria,13.0,Office,Office,1129.0,12152.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1233,551,Nymeria,13.0,Education,College Classroom,5184.0,55800.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,,,,,Education,College/University,,,,,,,,,,,
1234,563,Nymeria,13.0,Education,College Classroom,11678.0,125701.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,,,,,,,,
1235,553,Nymeria,13.0,Education,College Classroom,10494.0,112956.0,53.34979999999997,6.2603,Europe/Dublin,Yes,,,,Yes,,,Yes,Education,College/University,,,,,,,,,,,
1629,399,Korv,,Healthcare,Hospital,17993.0,193675.0,51.52193899999999,-0.120069,Europe/London,Yes,,,,,,,,Healthcare,Hospital,District Heating,1994.0,,7.0,,,,,,,F
1630,394,Korv,,Healthcare,Hospital,17735.0,190898.0,51.52193899999999,-0.120069,Europe/London,Yes,,,,,,,,Healthcare,Hospital,District Heating,2012.0,,10.0,,,,,,,F
1631,389,Korv,,Healthcare,Hospital,17193.0,185064.0,51.52193899999999,-0.120069,Europe/London,Yes,,,,,,,,Healthcare,Hospital,District Heating,1936.0,,10.0,,,,,,,F
1632,392,Korv,,Healthcare,Hospital,5399.0,58114.0,51.52193899999999,-0.120069,Europe/London,Yes,,,,,,,,Healthcare,Hospital,District Heating,1954.0,,6.0,,,,,,,F
1633,382,Korv,,Healthcare,Hospital,1749.0,18826.0,51.52193899999999,-0.120069,Europe/London,Yes,,,,,,,,Healthcare,Hospital,Boiler fed central heating,,,8.0,,,,,,,F
1634,403,Korv,,Lodging/residential,Hotel,3489.0,37555.0,51.52193899999999,-0.120069,Europe/London,Yes,,,,,,,,Hospitality,Hotel,Gas Boilers,2006.0,,7.0,,,,,,,F
1635,406,Korv,,Technology/science,Laboratory,5931.0,63841.0,51.52193899999999,-0.120069,Europe/London,Yes,,,,,,,,Healthcare,Laboratory,District Heating,1996.0,,7.0,,,,,,,F
